Id,cnpj,nome_razao_social,nome_fantasia,logradouro,numero,complemento,cep,bairro,municipio,uf,email,telefone
136,37486735000187,IDEAL PORK S.A,IDEAL PORK S.A,ROD MT235,S/N,KM 15 MAIS 30 KM A DIRETA,78450000,ZONA RURAL,NOVA MUTUM,MT,fiscal@exelenciamt.com.br,6533085500
137,21490106000190,IDEAL AGRO S.A,IDEAL AGRO,AV JOSE APARECIDO RIBEIRO,1881,LETRA S SALA AC,78450000,EXPANSAO URBANA,NOVA MUTUM,MT,fiscal@excelenciamt.com.br,6533085500
138,78674132000196,CONDOMINIO RESIDENCIAL ROYAL PARK,EDIFICIO ROYAL PARK,RUA MINAS GERAIS,S/N,,85812030,CENTRO,CASCAVEL,PR,,NULL
139,17402412000150,EDIFICIO ALTO DOURO,EDIFICIO ALTO DOURO,RUA MINAS GERAIS,2410,,85812030,CENTRO,CASCAVEL,PR,contabilidadecarmem@hotmail.com,4530354975
140,01679569000198,AMBIENSYS GESTAO AMBIENTAL LTDA,AMBIENSYS,AV CANDIDO DE ABREU,70,CONJ 41 ANDAR 04 COND CENTRO CIVICO COND BLOCO CENTRO CIVICO BL-COR,80530000,CENTRO CIVICO,CURITIBA,PR,controladoria@ambiensys.com.br,4130838300
141,09137574000180,EMHA CONSTRUTORA E INCORPORADORA S.A,EMHA CONSTRUTORA E INCORPORADORA,AVENIDA SAO SEBASTIAO,3161,EDIF XINGU SALA 1001,78045000,QUILOMBO,CUIABá,MT,nf@emha.com.br,6533650060
142,07426783000119,RODOSMAR TRANSPORTES LTDA,,RUA PROTASIO ALVES,1071,,85905325,VILA INDUSTRIAL,TOLEDO,PR,osmar.budeler@gmail.com,45991497766
143,11813042000168,CONDOMINIO EDIFICIO VALENTINA,CONDOMINIO EDIFICIO VALENTINA,RUA ANTONINA,2426,,85812040,CENTRO,CASCAVEL,PR,,4532245872
144,78672987000188,3 VARA CIVEL,3 VARA CIVEL - LUIZ FERNANDO CARVALHO,AVENIDA TANCREDO NEVES,2320,,85805000,ALTO ALEGRE,CASCAVEL,PR,,4532251388
145,79637120000154,ARMAZENS GERAIS PAGE LTDA,,AVENIDA BRASIL,S/N,,85485000,CENTRO,TRêS BARRAS DO PARANá,PR,,NULL
146,81305377000150,AUTO VIACAO SAO JOSE DOS PINHAIS LTDA,,RUA JOSE MAURILIO DA CRUZ,333,,83040100,PLANTA FONSACA,SAO JOSE DOS PINHAIS,PR,elisabeteferreiradesouza4@gmail.com,4121694321
147,00115830000164,AUTO POSTO TAYSON LTDA,AUTO POSTO TAYSON,AVENIDA BRASIL,194,,85485000,CENTRO,TRêS BARRAS DO PARANá,PR,,NULL
148,07808993000171,CEMEL FOZ NEGOCIOS IMOBILIARIOS LTDA,,RUA MARECHAL FLORIANO PEIXOTO,960,EDIF TORRE MARECHAL SALA 197 ANDAR 19,85851020,CENTRO,FOZ DO IGUAçU,PR,cemelfoz@outlook.com,4530270383
149,25209170000101,TRANS MARI TRANSPORTES LTDA,MARI TRANSPORTES,AVENIDA PRESIDENTE KENNEDY,1783,APT 01,85950000,CENTRO,PALOTINA,PR,,4436495243
150,14926481000175,FARMACIA SAO VICENTE PALLOTTI LTDA,FARMACIA SAO VICENTE PALOTTI,AVENIDA PRESIDENTE KENNEDY,810,SALA 01,85950000,CENTRO,PALOTINA,PR,contabilidade@mrauditoriacontabil.com.br,3834801030
151,15311247000104,DIVIAVES EQUIPAMENTOS PARA AVIARIOS LTDA,DIVIAVES,RODOVIA ROD BR 277 KM 612,SN,,85825000,PARQUE INDUSTRIAL,SANTA TEREZA DO OESTE,PR,VENDAS@DIVIAVES.COM.BR,4533064195
152,04033679000176,M. PELISER TRANSPORTES DE CARGAS LTDA,,AVENIDA BRASIL,S/N,,85485000,CENTRO,TRES BARRAS DO PARANA,PR,,NULL
153,24846319000109,VR DA COSTA & CIA LTDA,METAIS COSTA,AVENIDA DOUTOR EZUEL PORTES,18031,SALA 01,85803483,SANTA FELICIDADE,CASCAVEL,PR,metais_costa@hotmail.com,4533242421
154,19205227000100,ALFLEN E ALFLEN LTDA,,"MARGEM RODOVIA BR 369, KM 501",SN,BRCAO 01,85420000,PARQUE INDUSTRIAL,CORBELIA,PR,,4532421067
155,13285702000100,CARLOS HENRIQUE DE JESUS ZORNITTA - COMERCIO,ART CANS,RUA RIO GRANDE DO SUL,2548,SALA 02,85801011,CENTRO,CASCAVEL,PR,rosi@escritorioiguacu.com.br,45984028466
156,30448909000178,GRANJA E GARCIA COMERCIO DE VEICULOS LTDA,,AVENIDA BRASIL,3165,,85812500,REGIAO DO LAGO,CASCAVEL,PR,,45999217007
157,80543325000150,BALANCAS CASCAVEL IND. E EXP.LTDA,BALANCAS CASCAVEL,R JORGE LACERDA,2433,,85811350,CLAUDETE,CASCAVEL,PR,,4533335444
158,31839660000194,ALMEIDA E CALDAS LTDA,,AVENIDA PEDRO PAULO DE FARIA JUNIOR,1934,SALA 04,78098270,DISTRITO INDUSTRIAL,CUIABA,MT,finaceiro01@asdservicos.com.br,6530468150
159,03237168000103,OLIGO BASICS AGROINDUSTRIAL LTDA,NULL,R SERGIO GASPARETO,503,COND ALBINO N. SCHIMIDT,85804608,SANTOS DUMONT,CASCAVEL,PR,,4532285167
160,03465296000104,OURO BRANCO COMERCIO DE COMBUSTIVEIS LTDA.,,AVENIDA JUSCELINO KUBITSCHEK,1656,,85864000,CENTRO,FOZ DO IGUACU,PR,,NULL
161,09510121000158,BARUQUE EXPORTADORA DE AUTO PECAS LTDA,,RUA JOAO-DE-BARRO,220,BRCAO 06,85859395,PORTAL,FOZ DO IGUACU,PR,baruque.exportadora@gmail.com,4530255898
162,35817732000153,KAISER CONSTRUTORA E INCORPORADORA LTDA,,RUA SETE DE SETEMBRO,1590,SALA 01,85902050,JARDIM LA SALLE,TOLEDO,PR,kaiser.adm@outlook.com,4530542807
163,01289271000503,PROL INDUSTRIA METALURGICA LTDA,PROL MOVEIS DE ACO,AVENIDA GUARITA,2050,,78140100,FIGUEIRINHA,VáRZEA GRANDE,MT,contabil@vascontcontabilidade.com,NULL
164,08036319000189,ANIMAL MANIA PET CENTER LTDA.,ANIMAL MANIA,R MATO GROSSO,1189,,85812020,CENTRO,CASCAVEL,PR,,4530372092
165,02988272000177,FINO CORTE DE CARNES MATTOZO LTDA EM,MATTOZO FINO CORTE,RUA AFONSO PENA,616,,78045190,SANTA HELENA,CUIABA,MT,,NULL
166,33061554000158,BOSS MATTOZO TERCEIRIZACOES LTDA,BOSS MATTOZO TERCEIRIZACOES,RUA PRESIDENTE AFONSO PENA,616,SALA 02,78043505,QUILOMBO,CUIABá,MT,rafaela.schmitt@slksolucoes.com.br,6536211805
167,80282759000143,POSTO DE GASOLINA DO LAGO LTDA,POSTO DO LAGO,AVENIDA BRASIL,1161,,85892000,CENTRO,SANTA HELENA,PR,,NULL
168,01369756000175,LYNIX BRASIL LTDA,,RUA PADRE PEDRO CANISIO HENZ,164,COND IND ALB NIC SCHMIDT,85804606,ALBINO NICOLAU SCHMIDT,CASCAVEL,PR,lynix@terra.com.br,45988024242
169,79070660000107,MARACA COMERCIAL LTDA,MARACA COMERCIAL LTDA,RUA SILVIO SOTOMAIOR,187,BOX 03,85862295,PILAR PARQUE CAMPESTRE,FOZ DO IGUACU,PR,,4535774443
170,18194856000100,POSTO WAMMS LTDA,POSTO DO LAGO 2,AVENIDA PARANA,639,,85896000,CENTRO,DIAMANTE D'OESTE,PR,,45988218885
171,78587847000101,CONDOMINIO EDIFICIO TORRE ALTA,,RUA AUGUSTO BLITSKOW,15,,83260000,CAIOBA,MATINHOS,PR,,NULL
172,03619401000112,CONDOMINIO EDIFICIO VILLA BORGHESE,VILLA BORGHESE,RUA PADRE BERNARDO PLATE JARDIM POLO CENTRO,1448,,85863719,POLO CENTRO,FOZ DO IGUACU,PR,legalizacao@mouramoro.com.br,4530278686
173,08551887000118,GRASSI ALIMENTOS LTDA,GRASSI ALIMENTOS,RODOVIA PREFEITO SETEMBRINO THOMAZI,SN,,85685000,LINHA VORAZINHO,NOVA PRATA DO IGUAçU,PR,,46991064043
174,82526195000172,COMERCIO DE COMBUSTIVEIS GHAVA LTDA,AUTO POSTO SANTA LUZIA,AVENIDA IGUACU,657,SALA 01,85685000,CENTRO,NOVA PRATA DO IGUACU,PR,jpgarciaconsultoria@gmail.com,4635451341
175,41159298000164,HARMONIA ODONTOLOGIA AVANCADA LTDA,INSTITUTO DO IMPLANTE ODONTOLOGIA AVANCADA,AVENIDA REPUBLICA ARGENTINA,3575,,85857118,CAMPOS DO IGUACU,FOZ DO IGUAçU,PR,,45999329624
176,03068919000105,IND. E COM. DE ETIQUETAS ADESIVAS ZANDONA LTDA,BRASILFLEX,AVENIDA DOUTOR EZUEL PORTES,21233,,85804195,GUARUJA,CASCAVEL,PR,,4533220776
177,00159291000165,ITAIPU INDUSTRIA E COMERCIO DE BRITAS E ASFALTO LTDA.,ITAIPU ENGENHARIA,"AREA EST. BARREIRO DA FRUTAS, GLEBA 1",S/N,,87314899,AREA RURAL DE CAMPO MOURAO,CAMPO MOURãO,PR,DANILO.ALEXANDRE@PEDREIRAITAIPU.COM.BR,4435251070
178,31420196000105,SC CENTRO ESPECIALIZADO EM SAUDE ODONTOLOGICA LTDA,ATRIA CENTRO AVANCADO EM ODONTOLOGIA - MEDIANEIRA,RUA PARA,1878,,85884000,CENTRO,MEDIANEIRA,PR,financeiro@atriacentroavancadoemodontologia.com,4532649010
179,82258435000103,AUTO POSTO MEXICO LTDA,,RUA MEXICO,385,TERREO,82510060,BACACHERI,CURITIBA,PR,,NULL
180,04307363000125,SANTOS DUMONT - COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA SANTOS DUMONT,25,,83403500,JD SANTA FE,COLOMBO,PR,,NULL
181,14810219000160,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO EUNICE GUIMARAES,ASSOCIACAO DOS CONDOMINOS DO EDIFICIO EUNICE GUIMARAES,RUA BENJAMIN CONSTANT,770,EDIF EUNICE GUIMARAES,85010190,CENTRO,GUARAPUAVA,PR,edeuniceguimaraes@gmail.com,42991569955
182,75497289000103,AGAZZI & CIA LTDA,,AVENIDA ASSIS BRASIL,398,PAVLH TERREO,89790000,CENTRO,IPUMIRIM,SC,agazzitransportes@yhaoo.com.br,4934381380
183,10700504000178,AUTO POSTO AG2 LTDA,AUTO POSTO AG2,RUA SAO PEDRO,492,,89545000,CENTRO,TIMBó GRANDE,SC,,4932521344
184,78637030000109,AUTO POSTO AG6 LTDA,,RO BR 116 KM 07,2675,,89300001,FAXINAL,MAFRA,SC,,NULL
185,22558846000184,AUTO POSTO AG3 LTDA,POSTO LEBONREGENSE,RODOVIA SC-120,1485,KM: 165;,89515000,CENTRO,LEBON REGIS,SC,SABALBINOTTI@SABALBINOTTI.COM.BR,49991140742
186,26186151000170,AUTO POSTO AG5 LTDA,AUTO POSTO AG5,AVENIDA PRESIDENTE GETULIO VARGAS,199,,89540000,CENTRO,SANTA CECíLIA,SC,sabalbinotti@sabalbinotti.com.br,4932442110
187,03403007000142,ABASTECEDORA LIDER LTDA,,RUA JOHN KENNEDY,76,,89896000,CENTRO,ITAPIRANGA,SC,lideritapiranga@gmail.com,4936770331
188,72304967000178,COMERCIO DE GENEROS ALIMENTICIOS KUNZ LTDA,MERCADO KUNZ,RUA GUAIRA,2314,,89225303,AVENTUREIRO,JOINVILLE,SC,,4734675680
189,76592286000103,SIVIERO DIESEL LTDA,,R PORTO ALEGRE,370,,89820000,DOS ESPORTES,XANXERE,SC,siviero@siviero.com.br,4934330345
190,13030482000174,POSTO VILLA MONCOES LTDA FALIDO,POSTO VILLA MONCOES,AVENIDA CARLOS CORREA BORGES,1.291,,87060000,JARDIM HIGIENOPOLIS,MARINGá,PR,,44991412031
191,14484801000184,HWV COMERCIO DE COMBUSTIVEIS LTDA,POSTO MEGA 10,AV AFONSSO GUIZZO,246,,88990000,CENTRO,PRAIA GRANDE,SC,postomega10@hotmail.com,4835321478
192,01199253000107,AUTO POSTO BORBA GATO LTDA EM RECUPERACAO JUDICIAL,AUTO POSTO BORBA GATO,AVENIDA CARLOS BORGES,1517,,87060000,JD.HIGIENOPOLIS,MARINGá,PR,,NULL
193,02574558000106,BONETTI COMERCIO DE COMBUSTIVEIS LTDA,POSTO MAIS,AVENIDA GETULIO VARGAS,1700,SALA 02,89830000,SANTA LUZIA,ABELARDO LUZ,SC,,4934454943
194,79499166000154,GM GEMELLI COMBUSTIVEIS E CONVENIENCIA LTDA,GM GEMELLI COMBUSTIVEIS E CONVENIENCIA,RODOVIA BR 282,2257 C,KM 411,89670000,CENTRO OESTE,CATANDUVAS,SC,GMGEMELLI.COMBUSTIVEIS@GMAIL.COM,4935251130
195,83442061000136,AUTO POSTO ISAC LTDA,,RODOVIA BR 280 SENADOR LUIZ HENRIQUE DA SILVEIRA,515,KM82,89278000,JOAO TOZINI,CORUPá,SC,contratos20@verdicontadores.com.br,4732752745
196,02510926000152,PORTAL AUTO POSTO LTDA,,AVENIDA DOM PEDRO II,791,,89790000,CENTRO,IPUMIRIM,SC,portalautoposto@yahoo.com.br,NULL
197,06923637000136,LUIZANI COMERCIO DE COMBUSTIVEIS LTDA,NO PONTO AUTO POSTO,TRAVESSA HILARIO MARTIN DALPASQUALE,53,,85660000,CENTRO,DOIS VIZINHOS,PR,nopontosupermercado@hotmail.com,NULL
198,04195621000129,LEOM COMERCIO DE COMBUSTIVEIS LTDA,POSTO MECAUTO,"RUA . BENTO MUNHOZ DA ROCHA NETO,",94,,85555000,CENTRO,PALMAS,PR,dama@proserv.com.br,NULL
199,23614239000157,AUTO POSTO FAXINALENSE LTDA,POSTO IDAZA FAXINAL,RUA 30 DE OUTUBRO,S/N,,89694000,CENTRO,FAXINAL DOS GUEDES,SC,,4934360603
200,72469687000110,COMBUSTIVEIS GUAPO LTDA,COMBUSTIVEIS GUAPO,AVENIDA GENERAL PLINIO TORINHO,3319,,83880000,CENTRO,RIO NEGRO,PR,,NULL
201,06068257000161,AUTO POSTO SANTO ANTONIO LTDA,AUTO POSTO SANTO ANTONIO,RODOVIA BR 153,S/N,KM 481,84660000,OURO VERDE,GENERAL CARNEIRO,PR,,4235521299
202,85216299000179,SCHUH & FILHO LTDA,POSTO SCHUH,AVENIDA LAJU,955,,89893000,CENTRO,MONDAí,SC,posto_schuh@hotmail.com,4936740120
203,73860629000185,AUTO POSTO PIRIQUITO LTDA,POSTO PIRIQUITO,RUA GETULIO VARGAS,686,,89835000,CENTRO,SAO DOMINGOS,SC,,NULL
204,82566944000195,COMERCIAL MAZZUCO LTDA,,ALAMEDA ANTONIO ALVES DA SILVA,1500,,88901190,JARDIM CIBELI,ARARANGUá,SC,mazzuco@contato.net,4835240181
205,13581348000161,COMPRE MAIS LTDA,,R PADRE ESTANISLAU CEBULA,258,,82980060,CAJURU,CURITIBA,PR,inxlook@gmail.com,4130227838
206,02716258000114,LUCAS ROSSO & CIA LTDA,,AVENIDA CENTENARIO,4530,,88802502,SAO CRISTOVAO,CRICIUMA,SC,,4834370571
207,05659692000106,AUTO POSTO MONACO LTDA,MADALENA EXPRESS,RUA PIAUI,480,,89202210,BUCAREIN,JOINVILLE,SC,asseville@uol.com.br,NULL
208,18520961000192,AUTO POSTO HEMEROCALLIS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,05115612000143,G D B - COMERCIO DE COMBUSTIVEIS LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,24224158000103,SAN PIETRO COMERCIO DE COMBUSTIVEIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,83569970000130,"LAMONATO, POZZA &CIA LTDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,24979330000139,CANYONS BEACH COMBUSTIVEIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,14375176000132,MARVI COMERCIO DE COMBUSTIVEIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,02192473000163,AUTO POSTO PWIEDADE LTDA,,RODOVIA BR 280,6776,KM 232 5,89460485,PIEDADE,CANOINHAS,SC,,4736220585
215,73650988000108,"BORTOLI, ARGENTA & CIA.LTDA.",,RUA ALTAMIRO GUIMARAES,29,,89500025,CENTRO,CAçADOR,SC,,4935610700
216,75643072000156,MARY ART SAO PAULO INDUSTRIA E COMERCIO LTDA,,RUA ANTONIO GAUDI,246,QUADRA03,85063440,IMOVEL MORRO ALTO,GUARAPUAVA,PR,atual.buhrer@hotmail.com,4236299500
217,19874407000176,POSTO TIO PATINHAS LTDA,POSTO TIO PATINHAS,AV MARANHAO,2086,QUADRA31 LOTE 19,77410020,SETOR CENTRAL,GURUPI,TO,,6333123134
218,83157842000189,DIRCEU FAGUNDES & CIA LTDA,POSTO CELEIRO,NULL MARGENS DA BR-282 KM 341,SN,KM 341,89620000,MARGENS BR-282,CAMPOS NOVOS,SC,,4935410188
219,77714699000186,AUTO POSTO ERDANA LTDA,,RUA SAGY NAKED,208,,84400000,VILA IGUACU,PRUDENTóPOLIS,PR,,4234461594
220,05355980000169,ARILDO CLODOALDO MOREIRA & CIA. LTDA.,A.C.M. AUTO POSTO,RUA SAO JOSAFAT,S/N,,84400000,CENTRO,PRUDENTóPOLIS,PR,,NULL
221,78456373000169,POSTO L 3 J LTDA,ACM MOREIRA AUTO POSTO,RODOVIA BR 277,SN,KM 265,84400000,RIO DOS COCHOS,PRUDENTOPOLIS,PR,,4234462190
222,81849846000100,POSTO DO GAROTO COM DE COMBUSTIVEIS LTDA,,RUA ALMIRANTE BARROSO,797,,89900000,CENTRO,SãO MIGUEL DO OESTE,SC,,NULL
223,00125318000107,AUTO POSTO AG10 LTDA,AUTO POSTO AG10,RODOVIA SC 355,72,KM 50,89563210,RIO DAS PEDRAS,VIDEIRA,SC,contato@postoriodaspedras.com.br,4935311198
224,04786021000135,AUTO POSTO IPUMIRIM LTDA,AUTO POSTO IPUMIRIM,RUA ANTONIO JOSE TECHIO,01,POSTO,89790000,CENTRO,IPUMIRIM,SC,autopostoipumirim@terra.com.br,4934381675
225,11176552000171,AUTO POSTO GERALDI LTDA,,RUA QUINZE DE NOVEMBRO,5630,,89237000,VILA NOVA,JOINVILLE,SC,liberal@liberal.cnt.br,4730275997
226,01401828000114,DEXTER LATINA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA EM RECUPERACAO JUDICIAL,DEXTER LATINA,R LEOZIR FERREIRA DOS SANTOS,428,CXPST: 1017;,83005981,CAMPO LARGO DA ROSEIRA,SãO JOSé DOS PINHAIS,PR,DEXTER@DEXTERLATINA.COM.BR,4132991900
227,79242947000240,AIRTON MACHIAVELLI EM RECUPERACAO JUDICIAL LTDA,,AVENIDA JOSE FOLADOR,991,,89985000,CENTRO,PALMA SOLA,SC,,4936520240
228,83521773000140,DE MARCO E CIA LTDA,,RUA BARAO DO RIO BRANCO,545,LETRA D APTO. 601 EDIFICIO SALVADOR DALI,89806300,CENTRO,CHAPECO,SC,,49999679198
229,05487048000190,DALLA VALLE REAL - COMERCIO DE UTENSILIOS DOMESTICOS LTDA,DALLA VALLE REAL,R MARGINAL BR 158 KM532,4465,,85503300,BORTOT,PATO BRANCO,PR,,NULL
230,79019691000125,AUTO POSTO JUMBO LTDA,,ESTRADA BR 282,SN,KM 492,89694000,SEDE,FAXINAL DOS GUEDES,SC,,NULL
231,79545513000138,AUTO POSTO GREVILHA LTDA,POSTO GREVILHA,AV KAKOGAWA,1121,,87023729,JARDIM VITORIA,MARINGA,PR,posto.grevilha@outlook.com,4430254678
232,75578914000133,DUDZIAK FILHOS E CIA LTDA,NULL,R FRANCISCO NEVES FILHO,37,,84150000,CENTRO,SAO JOAO DO TRIUNFO,PR,,4235323307
233,14942554000112,ESTACAO DE SERVICOS DONA ZE LTDA.,POSTO DONA ZE,RODOVIA PRT 280,64,,85555000,TIA JOANA,PALMAS,PR,,4632622103
234,77771145000110,POSTO DE COMBUSTIVEIS MEDIANEIRA LTDA,,AVENIDA 24 DE OUTUBRO,2676,,85884000,CENTRO,MEDIANEIRA,PR,,NULL
235,78945870000120,GENOVEVA GADENS DUDZIAK,POSTO COXILHAO,RODOVIA JOAO BATISTA DISTEFANO PR 151 KM 424,SN,,84150000,COXILHAO,SAO JOAO DO TRIUNFO,PR,,4235323307
236,83228502000100,ADMINISTRADORA DE BENS VO GASPAR LTDA,,RODOVIA BR 282,SN,KM 506,89820000,CENTRO,XANXERê,SC,secretaria@saiboadvogados.com.br,49999648127
237,76752054000175,TRANSPORTES SINGER E LOGISTICA LTDA,SINGER TRANSPORTES E LOGISTICA,RODOVIA BR - 476,11845,CXPST 282,83703035,PORTO DAS LARANJEIRAS,ARAUCáRIA,PR,legaliza@zamar.com.br,4130398201
238,07853451000110,TRANSPORTADORA SIGO LTDA,,RODOVIA BR-476,11845,,83705177,ESTACAO,ARAUCáRIA,PR,amanda@zamar.com.br,4130398201
239,08049268000120,GONCALVES TORRES & COSTA LTDA,AUTO POSTO LETICIA,RUA ALTEMAR DUTRA,1288,,85815460,JD CLARITO,CASCAVEL,PR,,4533237137
240,19946401000167,LOCATELLI & FARIAS LTDA,POSTO LOCATELLI,RUA CARLOS SEIXAS SALDANHA,957,,85555000,DIVINO,PALMAS,PR,,4632624443
241,12241406000145,PETROMAIS COMERCIO DE COMBUSTIVEIS LTDA,PETROMAIS COMERCIO DE COMBUSTIVEIS,RUA DAS MISSOES,365,,89051000,PONTA AGUDA,BLUMENAU,SC,,4733227266
242,82593302000185,AUTO POSTO JR EIRELI,AUTO POSTO JR,RUA RUI BARBOSA,S/N,,85250000,CATUPORANGA,NOVA TEBAS,PR,,4236541121
243,11448692000151,RIO IGUACU PARTICIPACOES LTDA,,RUA XV DE NOVEMBRO,7050,SALA 02,85010000,CENTRO,GUARAPUAVA,PR,,4236240234
244,76473438000159,HOTEL DORAL APUCARANA LTDA,HOTEL DORAL,RUA OSORIO RIBAS DE PAULA,90,,86800140,CENTRO,APUCARANA,PR,jancleia@doralapucarana.com.br,4330334343
245,03157919000181,O.S. KANEMATSU & CIA LTDA,,RUA XV DE NOVEMBRO,6094,,85065000,ALTO DA XV,GUARAPUAVA,PR,,4230353115
246,04324136000108,NESTOR COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA,POSTO NESTOR,"RODOVIA SC 434, KM 01",920,SALA 01,88495000,CENTRO,GAROPABA,SC,,4832543296
247,95787594000139,VALDELIR DE SOUZA & CIA LTDA,POSTO AMIZADE,RODOVIA SC 434,SN,KM 04,88495000,CAMPO DUNA,GAROPABA,SC,,4833540068
248,04549472000159,AUTO POSTO GABRIELLY LTDA,,AVENIDA BRASILIA,23,CASA 1,85700000,CENTRO,BARRACãO,PR,,4936440028
249,79515896000100,AUTO POSTO PONTE SERRADA LTDA,AUTO POSTO PONTE SERRADA,RODOVIA BR 282,323,KM 462,89683000,CENTRO,PONTE SERRADA,SC,ponteserrada@rededelta.com.br,4635463400
250,78928678000126,AUTO POSTO DISOESTE LTDA,POSTO PADRE CHAGAS,RUA PADRE CHAGAS,3591,,85010020,CENTRO,GUARAPUAVA,PR,,NULL
251,84437136000153,POSTO MARECHAL LTDA,POSTO MARECHAL,AV MARECHAL DEODORO DA FONSECA,961,,89251701,CENTRO,JARAGUA DO SUL,SC,adrianabertoldi@audicontonline.com.br,4733710905
252,77000909000174,V J FUCHS & CIA LTDA,,RUA SALDANHA MARINHO,4057,,85035160,VILA CARLI,GUARAPUAVA,PR,,NULL
253,03039424000158,TITON COMERCIO DE COMBUSTIVEIS LTDA,,RODOVIA PR 182 KM 82,S/N,,85770000,VILA NOVA,REALEZA,PR,,NULL
254,78517430000172,MADEIRAS NILE LTDA,,RODOVIA BR 277,S/N,KM 430,85390000,CENTRO,VIRMOND,PR,madeirasnile@almix.com.br,4236181190
255,04132766000180,POSTO TIO ZICO IV LTDA,POSTO TIO ZICO,RODOVIA BR 376 - KM 632,29155,,83015000,CONTENDA,SãO JOSé DOS PINHAIS,PR,,4136341122
256,09395255000175,KUSTER HOTEL LTDA.,KUSTER HOTEL,RUA PRES. GETULIO VARGAS,1635,,85010280,CENTRO,GUARAPUAVA,PR,feroz@kuster-hotel.com.br,4236231505
257,00817131000166,AUTO POSTO MASIERO LTDA,AUTO POSTO AGUA BRANCA,RODOVIA PR 483,SN,KM 01,85601970,AGUA BRANCA,FRANCISCO BELTRãO,PR,,4635233635
258,00864873000142,PIQUIRI INSUMOS E CEREAIS LTDA,,RODOVIA PR 158,S/N,,85168000,KM 41,MARQUINHO,PR,,NULL
259,76766260000134,N A ZEN & CIA LTDA,,AVENIDA BRASIL,1971,,85816302,PACAEMBU,CASCAVEL,PR,xodo@postoxodo.com,4530387474
260,83855643000144,TRANSPORTES SIVIERO LTDA,POSTO 10,RUA ALGEMIRO DE ANDRADE MACHADO,1715,,89820000,MARIA WINCKLER,XANXERE,SC,rafael@p10.com.br,4934332578
261,80593486000158,SEMENTES SOJAMIL LTDA,,AVENIDA XV DE NOVEMBRO,3950,EDIF SOJAMIL,85560000,CENTRO,CHOPINZINHO,PR,contabilidade@sojamil.com.br,4632428816
262,02994451000117,GOIOXIM - INSUMOS E CEREAIS LTDA.,,RODOVIA PR 364 KM 48,S/N,,85162000,RODOVIA,GOIOXIM,PR,,NULL
263,08873008000174,MAIS COMBUSTIVEIS AVENIDA LTDA,MAIS COMBUSTIVEIS,AVENIDA BRASIL,1642,,89820000,TONIAL,XANXERE,SC,financeiro@grupomaissc.com.br,4934330803
264,75404921000119,AUTO POSTO N & F LTDA,AUTO POSTO PLANALTO,RUA DO COMERCIO,300,SALA 001,89882000,CENTRO,PLANALTO ALEGRE,SC,contaplan@contaplan.cnt.br,4933350080
265,04046613000110,POSTO DOIS PINHEIROS PERDIZES LTDA.,POSTO DOIS PINHEIROS,RUA SAUL BRANDALISE,1610,,89562184,DOIS PINHEIROS,VIDEIRA,SC,,4935660933
266,03868777000160,MIRANDA BUDAZ & CIA LTDA,APM AUTO POSTO MIRANDA,AVENIDA ANDRE RODRIGUES DE FREITAS,1155,,89249000,BAL ITAPEMA DO NORTE,ITAPOA,SC,,4734431034
267,14387640000100,GRAJAU COMERCIO DE COMBUSTIVEIS E TRANSPORTES LTDA,GRAJAU COMBUSTIVEIS,RODOVIA BR 282,SN,KM: 518;,89825000,ALVORADA,XAXIM,SC,comercial@grajaucombustiveis.com.br,4933535181
268,78838786000108,HERCIDIO MARCIANO CARDOSO & CIA LTDA,POSTO PRAIA GRANDE,RUA DR NEREU RAMOS,154,,88990000,CENTRO,PRAIA GRANDE,SC,postopraiagrande.financeiro@gmail.com,4835320005
269,07911975000110,AUTO POSTO SM LTDA,AUTO POSTO 28 LTDA,RUA 28 DE AGOSTO,1984,,89270000,CENTRO,GUARAMIRIM,SC,,4733730129
270,03064369000156,ZANIBONI - COMERCIO DE COMBUSTIVEIS LTDA,AUTO POSTO DO BOSQUE,AVENIDA TAPEJARA,800,,87780000,CENTRO,PARAíSO DO NORTE,PR,,4434311285
271,17339134000134,AUTO POSTO JMMC LTDA,AUTO POSTO PROGRESSO,AVENIDA BENTO MUNHOZ DA ROCHA NETO,1866,,85050150,ALDEIA,GUARAPUAVA,PR,verenkajose@hotmail.com,4334761203
272,30398494000175,MMB COMBUSTIVEIS LTDA,POSTO SANTA ALBERTINA,RUA PRAIA REDONDA,SN,,88765000,CENTRO,SãO MARTINHO,SC,jailsoner@gmail.com,4836456363
